Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2000-01-03 00:00:00-05:00,36.04179559047995,36.425627279409454,34.39131932808311,35.79230499267578,53228400,0.0,0.0,35.79230499267578
2000-01-04 00:00:00-05:00,34.871102780798296,35.96502290105449,34.46807957859865,34.583229064941406,54119000,0.0,0.0,34.583229064941406
2000-01-05 00:00:00-05:00,34.12265645194224,35.73475045754581,33.58529178340772,34.94789505004883,64059600,0.0,0.0,34.94789505004883
2000-01-06 00:00:00-05:00,34.4488888870586,34.96706158898093,33.278202412345195,33.777183532714844,54976600,0.0,0.0,33.777183532714844
2000-01-07 00:00:00-05:00,33.354968616017054,34.4680803419831,32.95194540489141,34.218589782714844,62013600,0.0,0.0,34.218589782714844
2000-01-10 00:00:00-05:00,34.832710933048105,34.90947723813471,34.19938891608359,34.46807098388672,44963600,0.0,0.0,34.46807098388672
2000-01-11 00:00:00-05:00,34.2377837437221,35.08221338762556,33.37416251700265,33.58526992797852,46743600,0.0,0.0,33.58526992797852
2000-01-12 00:00:00-05:00,33.31659411426416,33.43174363309226,32.069140993626384,32.491355895996094,66532400,0.0,0.0,32.491355895996094
2000-01-13 00:00:00-05:00,32.04993945135587,33.35496692602185,31.167126747905343,33.10547637939453,83144000,0.0,0.0,33.10547637939453
2000-01-14 00:00:00-05:00,32.91355330588292,34.98624354322132,32.47214705163493,34.46807098388672,73416400,0.0,0.0,34.46807098388672
2000-01-18 00:00:00-05:00,34.33375631606353,35.77312564177888,34.314564725053984,35.408485412597656,81483600,0.0,0.0,35.408485412597656
2000-01-19 00:00:00-05:00,33.930727931940666,34.23779334308945,32.54893358177114,32.85599899291992,97568200,0.0,0.0,32.85599899291992
2000-01-20 00:00:00-05:00,32.87518424358008,33.68123079245945,32.51054413813465,32.548927307128906,56349800,0.0,0.0,32.548927307128906
2000-01-21 00:00:00-05:00,32.85600451733693,32.93277088303164,31.70450903191624,31.858041763305664,68416200,0.0,0.0,31.858041763305664
2000-01-24 00:00:00-05:00,31.872435150617434,32.45298078560535,30.9560366689423,31.090377807617188,63597600,0.0,0.0,31.090377807617188
2000-01-25 00:00:00-05:00,31.013598280329838,31.89641110266596,30.57219186916177,31.57015419006348,59823200,0.0,0.0,31.57015419006348
2000-01-26 00:00:00-05:00,31.455005516196195,31.781262437352595,30.437851585532133,30.514617919921875,49365000,0.0,0.0,30.514617919921875
2000-01-27 00:00:00-05:00,30.672960388509534,31.07118590270417,29.862115666836125,30.32271385192871,63654800,0.0,0.0,30.32271385192871
2000-01-28 00:00:00-05:00,30.130779591528817,30.783293289689315,29.862097480521555,30.16916275024414,58225400,0.0,0.0,30.16916275024414
2000-01-31 00:00:00-05:00,29.977261203458937,30.14998549976568,29.13283131040376,30.054027557373047,73194200,0.0,0.0,30.054027557373047
2000-02-01 00:00:00-05:00,30.24593526056194,31.704495590385992,29.99644467782888,31.608537673950195,70196600,0.0,0.0,31.608537673950195
2000-02-02 00:00:00-05:00,31.45500727876401,31.91560531091187,30.86006815390637,30.956026077270508,49915600,0.0,0.0,30.956026077270508
2000-02-03 00:00:00-05:00,31.339851591066516,31.992365341278557,30.74491258352024,31.81964111328125,49186000,0.0,0.0,31.81964111328125
2000-02-04 00:00:00-05:00,32.04995870730045,33.16307104563783,31.977990237149324,32.72166442871094,55365400,0.0,0.0,32.72166442871094
2000-02-07 00:00:00-05:00,32.79842330422798,32.817614891884055,32.01156821032901,32.740848541259766,40005800,0.0,0.0,32.740848541259766
2000-02-08 00:00:00-05:00,32.683281695185364,33.77720245656268,32.683281695185364,33.75801086425781,56229000,0.0,0.0,33.75801086425781
2000-02-09 00:00:00-05:00,33.60446718105903,33.60446718105903,31.89641602222736,31.934799194335938,55090000,0.0,0.0,31.934799194335938
2000-02-10 00:00:00-05:00,31.90121133035084,32.721651567603054,31.474198575289744,32.548927307128906,54527800,0.0,0.0,32.548927307128906
2000-02-11 00:00:00-05:00,32.203480773601335,32.203480773601335,30.4378548909009,30.687345504760746,115559000,0.0,0.0,30.687345504760746
