ticker,abbreviated name
sh603323,苏农银行
sz000732,ST泰禾
sz000413,东旭光电
sz002059,云南旅游
sh601168,西部矿业
sz002797,第一创业
sz002939,长城证券
sh600999,招商证券
sz002056,横店东磁
sz002057,中钢天源
sz300150,世纪瑞尔
sz002060,粤 水 电
sz002053,云南能投
sh600048,保利发展
sz002061,浙江交科
sz002052,*ST同洲
sz002062,宏润建设
sz002058,*ST威尔
sz002067,景兴纸业
sz002055,得润电子
sz002054,德美化工
sz002064,华峰化学
sz002063,远光软件
sz000563,陕国投Ａ
sz000166,申万宏源
sz002065,东华软件
sz002066,瑞泰科技
sz002068,黑猫股份
sz002051,中工国际
sh601699,潞安环能
sz000921,海信家电
sh601988,中国银行
sh601006,大秦铁路
sz002069,ST獐子岛
sz300271,华宇软件
sh601111,中国国航
sh600800,渤海化学
sh601001,晋控煤业
sh601916,浙商银行
sz002072,*ST凯瑞
sh601588,北辰实业
sz002073,软控股份
sh600017,日照港
sz002074,国轩高科
sh600018,上港集团
sz002075,沙钢股份
sz002076,*ST雪莱
sh601398,工商银行
sz002078,太阳纸业
sz002079,苏州固锝
sz002077,大港股份
sz002080,中材科技
sz002082,万邦德
sz002081,金 螳 螂
sh601666,平煤股份
sz002083,孚日股份
sz002084,海鸥住工
sz002085,万丰奥威
sz002086,ST东洋
sh601158,重庆水务
sz002087,新野纺织
sz002088,鲁阳节能
sz002089,ST新海
sh601872,招商轮船
sz002090,金智科技
sz002091,江苏国泰
sz002092,中泰化学
sz002093,国脉科技
sz002095,生 意 宝
sz002094,青岛金王
sh601991,大唐发电
sz002098,浔兴股份
sz002096,南岭民爆
sz002097,山河智能
sz002100,天康生物
sz002099,海翔药业
sh601229,上海银行
sh601333,广深铁路
sz002101,广东鸿图
sz002102,ST冠福
sz002103,广博股份
sz002104,恒宝股份
sh601628,中国人寿
sz002105,信隆健康
sz002106,莱宝高科
sh601600,中国铝业
sz002107,沃华医药
sh601002,晋亿实业
sz002108,沧州明珠
sz002110,三钢闽光
sz002109,兴化股份
sh601162,天风证券
sz002111,威海广泰
sz002279,久其软件
sh601166,兴业银行
sz002113,ST天润
sz002112,三变科技
sz300803,指南针
sz002463,沪电股份
sz002115,三维通信
sz002114,罗平锌电
sh601003,柳钢股份
sz002116,中国海诚
sh601005,重庆钢铁
sz002117,东港股份
sz002118,紫鑫药业
sz002119,康强电子
sh601318,中国平安
sz002120,韵达股份
sz002121,科陆电子
sz300318,博晖创新
sz002123,梦网科技
sz002122,ST天马
sz002125,湘潭电化
sz002124,天邦股份
sh601007,金陵饭店
sh603927,中科软
sh601336,新华保险
sh601118,海南橡胶
sz002126,银轮股份
sz002129,中环股份
sz002128,电投能源
sz002127,南极电商
sz002130,沃尔核材
sz000338,潍柴动力
sh601008,连云港
sh601998,中信银行
sz300016,北陆药业
sz002131,利欧股份
sz002132,恒星科技
sz002133,广宇集团
sh601186,中国铁建
sh601328,交通银行
sz002134,天津普林
sz002135,东南网架
sh600025,华能水电
sz002136,安 纳 达
sz002137,实益达
sz002138,顺络电子
sh601919,中远海控
sz002139,拓邦股份
sh601825,沪农商行
sh601108,财通证券
sz002594,比亚迪
sz002371,北方华创
sz002140,东华科技
sh600928,西安银行
sh601577,长沙银行
sz002142,宁波银行
sh601009,南京银行
sz002141,贤丰控股
sz002144,宏达高科
sz002145,中核钛白
sz002147,*ST新光
sz002146,荣盛发展
sz002150,通润装备
sz002149,西部材料
sz002148,北纬科技
sz002153,石基信息
sz002151,北斗星通
sz002152,广电运通
sz002155,湖南黄金
sz002154,报 喜 鸟
sz002156,通富微电
sz002159,三特索道
sz002157,正邦科技
sz002158,汉钟精机
sz002160,常铝股份
sz002161,远 望 谷
sz002360,同德化工
sz002163,海南发展
sz002162,悦心健康
sz002164,宁波东力
sz002281,光迅科技
sz002165,红 宝 丽
sz002166,莱茵生物
sz002329,皇氏集团
sz002167,东方锆业
sz002295,精艺股份
sz002170,芭田股份
sz002169,智光电气
sz002168,惠程科技
sz002171,楚江新材
sz002172,澳洋健康
sh601169,北京银行
sz002839,张家港行
sz002288,超华科技
sz002174,游族网络
sz002173,创新医疗
sh601939,建设银行
sh601808,中海油服
sz300477,合纵科技
sz002175,东方网络
sz002176,江特电机
sh601088,中国神华
sz002304,洋河股份
sz002544,杰赛科技
sz002179,中航光电
sz002178,延华智能
sz002177,*ST御银
sz002180,纳思达
sh601857,中国石油
sz002182,云海金属
sz002183,怡 亚 通
sz002184,海得控制
sz002185,华天科技
sz002186,全 聚 德
sz300213,佳讯飞鸿
sz002187,广百股份
sz002188,*ST巴士
sz002190,成飞集成
sh601390,中国中铁
sz002189,中光学
sz002407,多氟多
sz002192,融捷股份
sz002191,劲嘉股份
sz002193,如意集团
sz002194,武汉凡谷
sh601866,中远海发
sz002196,方正电机
sz002195,二三四五
sz002197,证通电子
sz002198,嘉应制药
sh601918,新集能源
sz002200,ST云投
sz002199,东晶电子
sz002201,正威新材
sz002202,金风科技
sh601139,深圳燃气
sh601999,出版传媒
sh601601,中国太保
sh601238,广汽集团
sz300024,机器人
sz002391,长青股份
sz002397,梦洁股份
sz002203,海亮股份
sz002204,大连重工
sh601899,紫金矿业
sh601099,太平洋
sz002205,国统股份
sz002206,海 利 得
sz002207,准油股份
sz002208,合肥城建
sz002209,达 意 隆
sz002210,飞马国际
sz002212,天融信
sz002213,大为股份
sz002211,ST宏达
sz002215,诺 普 信
sz002214,大立科技
sh601898,中煤能源
sz002217,合力泰
sz002216,三全食品
sz002218,拓日新能
sz002219,*ST恒康
sh601107,四川成渝
sz002221,东华能源
sz002222,福晶科技
sh601958,金钼股份
sz002223,鱼跃医疗
sz002224,三 力 士
sz002225,濮耐股份
sh601126,四方股份
sz002448,中原内配
sz002467,二六三
sz002226,江南化工
sz002228,合兴包装
sz002229,鸿博股份
sz002227,奥 特 迅
sz000333,美的集团
sh601800,中国交建
sz002230,科大讯飞
sz002232,启明信息
sz002231,奥维通信
sh601665,齐鲁银行
sh600958,东方证券
sh601399,国机重装
sz002419,天虹股份
sh601818,光大银行
sh601456,国联证券
sz002233,塔牌集团
sz002926,华西证券
sz002234,民和股份
sz002235,安妮股份
sz002236,大华股份
sz002237,恒邦股份
sh601990,南京证券
sz002736,国信证券
sh600918,中泰证券
sh601995,中金公司
sz002239,奥特佳
sz002238,天威视讯
sz002945,华林证券
sh600909,华安证券
sh601211,国泰君安
sz002240,盛新锂能
sz002241,歌尔股份
sz002243,力合科创
sz002242,九阳股份
sz002244,滨江集团
sz002245,蔚蓝锂芯
sz002246,北化股份
sz002247,聚力文化
sz002500,山西证券
sh601688,华泰证券
sh601901,方正证券
sh601555,东吴证券
sz002673,西部证券
sh601377,兴业证券
sh601288,农业银行
sz002248,华东数控
sz002251,步 步 高
sz002250,联化科技
sz002249,大洋电机
sz002253,川大智胜
sz002252,上海莱士
sh601668,中国建筑
sz002256,兆新股份
sz002254,泰和新材
sz002255,海陆重工
sz002446,盛路通信
sz002258,利尔化学
sz002275,桂林三金
sz002490,山东墨龙
sz002396,星网锐捷
sz002260,德奥退
sz002966,苏州银行
sz002259,ST升达
sh600908,无锡银行
sz002464,*ST众应
sz002276,万马股份
sz002807,江阴银行
sz002362,汉王科技
sz002283,天润工业
sz002284,亚太股份
sz002282,博深股份
sz002262,恩华药业
sz002261,拓维信息
sz002263,大东南
sh601633,长城汽车
sz300002,神州泰岳
sz002438,江苏神通
sz002277,友阿股份
sz002264,新 华 都
sz002265,西仪股份
sz002266,浙富控股
sh601788,光大证券
sz002278,神开股份
sz002599,盛通股份
sz002268,卫 士 通
sz002267,陕天然气
sz002461,珠江啤酒
sz002280,联络互动
sh601766,中国中车
sh601728,中国电信
sz002285,世联行
sz002269,美邦服饰
sz002287,奇正藏药
sz002286,保龄宝
sz002289,宇顺电子
sz002290,禾盛新材
sz300370,*ST安控
sz002270,华明装备
sz002296,辉煌科技
sz002271,东方雨虹
sh600919,江苏银行
sz002291,星期六
sz002300,太阳电缆
sz002292,奥飞娱乐
sz002273,水晶光电
sz002272,川润股份
sz002293,罗莱生活
sz002294,信立泰
sz002274,华昌化工
sz002297,博云新材
sz002529,海源复材
sz002683,广东宏大
sz002504,ST弘高
sz300077,国民技术
sh601727,上海电气
sh601198,东兴证券
sh600926,杭州银行
sz300445,康斯特
sz300353,东土科技
sz300444,双杰电气
sh601963,重庆银行
sh600901,江苏租赁
sh601992,金隅集团
sh601200,上海环境
sh601066,中信建投
sh601880,辽港股份
sz002506,协鑫集成
sz002489,浙江永强
sz002365,永安药业
sz002523,天桥起重
sz002313,*ST日海
sh601618,中国中冶
sz002298,中电兴发
sz002474,榕基软件
sh601888,中国中免
sh601179,中国西电
sz002436,兴森科技
sz300001,特锐德
sz300007,汉威科技
sz300008,天海防务
sz300009,安科生物
sz300010,豆神教育
sz002299,圣农发展
sz300003,乐普医疗
sz300004,南风股份
sz300005,探路者
sz300006,莱美药业
sz300071,*ST嘉信
sz002301,齐心集团
sz300018,中元股份
sz300017,网宿科技
sz300015,爱尔眼科
sz300014,亿纬锂能
sz300012,华测检测
sz300011,鼎汉技术
sz300019,硅宝科技
sz300013,新宁物流
sz300027,华谊兄弟
sz300023,*ST宝德
sz300022,吉峰科技
sz300021,大禹节水
sz300026,红日药业
sz300025,华星创业
sz300020,银江技术
sz002303,美盈森
sz002302,西部建设
sz002305,南国置业
sz002561,徐家汇
sz002306,中科云网
sz002307,北新路桥
sz002538,司尔特
sz300139,晓程科技
sh600939,重庆建工
sz002381,双箭股份
sz002308,威创股份
sz002309,中利集团
sh601678,滨化股份
sz002310,东方园林
sz002591,恒大高新
sz002311,海大集团
sh601881,中国银河
sz002312,川发龙蟒
sz002314,南山控股
sz300247,融捷健康
sz002549,凯美特气
sz002315,焦点科技
sz002316,*ST亚联
sz002455,百川股份
sz002375,亚厦股份
sz002319,乐通股份
sz002318,久立特材
sz002317,众生药业
sz002370,亚太药业
sh601989,中国重工
sz002369,卓翼科技
sz002364,中恒电气
sz002321,*ST华英
sz002320,海峡股份
sh601058,赛轮轮胎
sz002367,康力电梯
sz002366,*ST海核
sz002361,神剑股份
sz002322,理工能科
sz002323,*ST雅博
sz002324,普利特
sz002374,中锐股份
sz002326,永太科技
sz002325,洪涛股份
sz002368,太极股份
sz002380,科远智慧
sz002372,伟星新材
sz002373,千方科技
sz002566,益盛药业
sz300030,阳普医疗
sz300036,超图软件
sz300035,中科电气
sz300033,同花顺
sz300031,宝通科技
sz300032,金龙机电
sz300034,钢研高纳
sz300029,*ST天龙
sz002328,新朋股份
sz002376,新北洋
sz002327,富安娜
sz002378,章源钨业
sz002379,宏创控股
sz002363,隆基机械
sz002383,合众思壮
sz002330,得利斯
sz002331,皖通科技
sz300041,回天新材
sz300037,新宙邦
sz300040,九洲集团
sz300038,*ST数知
sz300042,朗科科技
sz300039,上海凯宝
sz002421,达实智能
sz002382,蓝帆医疗
sz300277,海联讯
sz002630,华西能源
sz002333,罗普斯金
sz002332,仙琚制药
sh601117,中国化学
sz002392,北京利尔
sz300264,佳创视讯
sz002377,国创高新
sz002385,大北农
sz002386,天原股份
sz002384,东山精密
sz002334,英威腾
sz002336,人人乐
sz002335,科华数据
sh601077,渝农商行
sz002393,力生制药
sz002394,联发股份
sz300055,万邦达
sz002388,新亚制程
sz002338,奥普光电
sh601801,皖新传媒
sz002337,赛象科技
sz300048,合康新能
sz300046,台基股份
sz300043,星辉娱乐
sz300044,*ST赛为
sz300047,天源迪科
sz300050,世纪鼎利
sz300049,福瑞股份
sz300045,华力创通
sz002339,积成电子
sz002340,格林美
sh601877,正泰电器
sz002341,新纶新材
sz002387,维信诺
sz002395,双象股份
sz002389,航天彩虹
sz002344,海宁皮城
sz002343,慈文传媒
sz002342,巨力索具
sz002398,垒知集团
sz002390,信邦制药
sz002346,柘中股份
sz002345,潮宏基
sz002347,泰尔股份
sz002410,广联达
sz002399,海普瑞
sz002408,齐翔腾达
sz002349,精华制药
sz002350,北京科锐
sz002348,高乐股份
sz002400,省广集团
sz002401,中远海科
sz002404,嘉欣丝绸
sz002353,杰瑞股份
sz002352,顺丰控股
sz002351,漫步者
sz002406,远东传动
sz002402,和而泰
sz002403,爱仕达
sz002409,雅克科技
sz002405,四维图新
sz002354,天娱数科
sz002355,兴民智通
sz002356,*ST赫美
sz002411,延安必康
sh601010,文峰股份
sz002412,汉森制药
sz002357,富临运业
sh601106,中国一重
sz002358,ST森源
sz002414,高德红外
sz002413,雷科防务
sz002415,海康威视
sz002416,爱施德
sz300051,ST三五
sz300052,中青宝
sz300053,欧比特
sz300054,鼎龙股份
sz300057,万顺新材
sz300056,中创环保
sz300058,蓝色光标
sh601101,昊华能源
sh601018,宁波港
sh601518,吉林高速
sh601188,龙江交通
sz300117,嘉寓股份
sz002573,清新环境
sz300061,旗天科技
sz300062,中能电气
sz002808,恒久科技
sz300059,东方财富
sz002644,佛慈制药
sh601187,厦门银行
sz300066,三川智慧
sz300065,海兰信
sz300064,*ST金刚
sz300063,天龙集团
sz002622,融钰集团
sz002613,北玻股份
sh603002,宏昌电子
sh601012,隆基股份
sz300235,方直科技
sz300238,冠昊生物
sz300068,南都电源
sz300070,碧水源
sz300069,金利华电
sz300067,安诺其
sh601369,陕鼓动力
sz300072,三聚环保
sz300075,数字政通
sz300074,华平股份
sz300073,当升科技
sz300272,开能健康
sz300076,GQY视讯
sz300078,思创医惠
sz300079,数码视讯
sz300253,卫宁健康
sz300080,易成新能
sz300081,恒信东方
sz300082,奥克股份
sz300083,创世纪
sz300084,海默科技
sh601669,中国电建
sh600906,财达证券
sz300087,荃银高科
sz300088,长信科技
sz300086,康芝药业
sz300085,银之杰
sz300321,同大股份
sz002417,*ST深南
sz002420,毅昌科技
sz002418,康盛股份
sz300245,天玑科技
sz002423,中粮资本
sz002424,贵州百灵
sz002422,科伦药业
sz002663,普邦股份
sz002427,*ST尤夫
sz002428,云南锗业
sz002426,胜利精密
sz002425,凯撒文化
sz002430,杭氧股份
sz002429,兆驰股份
sz002431,棕榈股份
sz002432,九安医疗
sz002435,长江健康
sz002433,太安堂
sz002434,万里扬
sz002439,启明星辰
sz002437,誉衡药业
sz300089,*ST文化
sz300091,金通灵
sh601000,唐山港
sz002441,众业达
sz002443,金洲管道
sz002440,闰土股份
sz002442,龙星化工
sz300305,裕兴股份
sz300092,科新机电
sz300094,国联水产
sz300093,金刚玻璃
sh603003,龙宇燃油
sz002444,巨星科技
sz002445,中南文化
sz002447,*ST晨鑫
sz002449,国星光电
sz002453,华软科技
sz002451,摩恩电气
sz002452,长高电新
sz002454,松芝股份
sz300095,华伍股份
sz300096,易联众
sz300097,智云股份
sz300098,高新兴
sz002595,豪迈科技
sz002569,ST步森
sz002614,奥佳华
sz002472,双环传动
sh601717,郑煤机
sz002457,青龙管业
sz002456,欧菲光
sz300101,振芯科技
sz300100,双林股份
sz300099,精准信息
sz002460,赣锋锂业
sz002459,晶澳科技
sz002458,益生股份
sz300103,达刚控股
sh601718,际华集团
sz300102,乾照光电
sz002462,嘉事堂
sz300846,首都在线
sz300107,建新股份
sz300105,龙源技术
sz300106,西部牧业
sz300108,吉药控股
sz300109,新开源
sz300110,华仁药业
sz300113,顺网科技
sz300111,向日葵
sz300112,万讯自控
sz300114,中航电测
sz002615,哈尔斯
sz002465,海格通信
sz002466,天齐锂业
sh603569,长久物流
sz300118,东方日升
sz300115,长盈精密
sz300116,保力新
sh600998,九州通
sz002468,申通快递
sz002470,ST金正
sz002469,三维化学
sh601028,玉龙股份
sz002473,*ST圣莱
sz002471,中超控股
sz300329,海伦钢琴
sz002475,立讯精密
sz002476,宝莫股份
sh601996,丰林集团
sh688187,时代电气
sz300119,瑞普生物
sz300121,阳谷华泰
sz300120,经纬辉开
sz002479,富春环保
sz002478,常宝股份
sz002481,双塔食品
sz002480,新筑股份
sz002643,万润股份
sz300122,智飞生物
sz300123,亚光科技
sz300124,汇川技术
sz002483,润邦股份
sz002484,江海股份
sz002482,广田集团
sz300126,锐奇股份
sz300127,银河磁体
sz300128,锦富技术
sz300125,聆达股份
sh601177,杭齿前进
sz002485,*ST雪发
sz002486,嘉麟杰
sz002487,大金重工
sz300129,泰胜风能
sz300130,新国都
sz300131,英唐智控
sz002491,通鼎互联
sz002488,金固股份
sz300331,苏大维格
sz300154,瑞凌股份
sz300135,宝利国际
sz300134,大富科技
sz300133,华策影视
sz300132,青松股份
sz300325,*ST德威
sh601098,中南传媒
sz002514,宝馨科技
sz002513,蓝丰生化
sz002493,荣盛石化
sz002494,华斯股份
sz002495,佳隆股份
sz002492,恒基达鑫
sz002515,金字火腿
sz300136,信维通信
sz300137,先河环保
sz300138,晨光生物
sz002512,达华智能
sz002497,雅化集团
sz002498,汉缆股份
sz002499,*ST科林
sz002496,ST辉丰
sh603167,渤海轮渡
sz002996,顺博合金
sz300142,沃森生物
sz300141,和顺电气
sz300140,中环装备
sz002501,*ST利源
sz002502,鼎龙文化
sz002503,搜于特
sz002505,鹏都农牧
sz002743,富煌钢构
sz002547,春兴精工
sz002606,大连电瓷
sz002508,老板电器
sz002507,涪陵榨菜
sz002510,天汽模
sz002511,中顺洁柔
sh601777,力帆科技
sh601908,京运通
sh600941,中国移动
sz002702,海欣食品
sz002567,唐人神
sz300223,北京君正
sz300191,潜能恒信
sz002609,捷顺科技
sz002557,洽洽食品
sz002519,银河电子
sz002518,科士达
sz002517,恺英网络
sz002516,旷达科技
sz001227,兰州银行
sz300145,中金环境
sz300144,宋城演艺
sz300143,盈康生命
sz300194,福安药业
sz002521,齐峰新材
sz002520,日发精机
sz002522,浙江众成
sh601933,永辉超市
sz300148,天舟文化
sz300146,汤臣倍健
sz300147,香雪制药
sh600905,三峡能源
sz002526,山东矿机
sz002524,光正眼科
sz002570,贝因美
sz001289,龙源电力
sz300151,昌红科技
sz300149,睿智医药
sz002528,英飞拓
sz002527,新时达
sh601890,亚星锚链
sz300153,科泰电源
sz300152,科融环境
sz300193,佳士科技
sz002532,天山铝业
sz002533,金杯电工
sz002530,金财互联
sz002531,天顺风能
sh688519,南亚新材
sz300203,聚光科技
sz300158,振东制药
sz300157,恒泰艾普
sz300155,安居宝
sz002555,三七互娱
sz300340,科恒股份
sz300159,ST新研
sz300229,拓尔思
sz002559,亚威股份
sz002535,ST林重
sz002534,西子洁能
sz002536,飞龙股份
sz002537,海联金汇
sh601216,君正集团
sh601789,宁波建工
sz300161,华中数控
sz300162,雷曼光电
sz300163,先锋新材
sz300164,通源石油
sz300195,长荣股份
sz300205,天喻信息
sz300220,金运激光
sz300160,秀强股份
sz300196,长海股份
sz300345,华民股份
sh601700,风范股份
sz002541,鸿路钢构
sz002539,云图控股
sz002540,亚太科技
sz300190,维尔利
sz300167,迪威迅
sz300166,东方国信
sh601011,宝泰隆
sz300169,天晟新材
sz300168,万达信息
sz300165,天瑞仪器
sh601258,庞大集团
sz002560,通达股份
sz002543,万和电气
sz002542,中化岩土
sh601137,博威合金
sh601519,大智慧
sz002577,雷柏科技
sz002565,顺灏股份
sz300171,东富龙
sz300170,汉得信息
sz300172,中电环保
sz300173,福能东方
sz300192,科德教育
sz300174,元力股份
sh601799,星宇股份
sh601616,广电电气
sz002546,新联电子
sz002545,东方铁塔
sz300179,四方达
sz300178,*ST腾邦
sz300175,朗源股份
sz300177,中海达
sz300176,派生科技
sz300204,舒泰神
sz002563,森马服饰
sz300214,日科化学
sh601199,江南水务
sz300199,翰宇药业
sz002571,德力股份
sz002548,金新农
sz002550,千红制药
sz300180,华峰超纤
sz300181,佐力药业
sz300182,捷成股份
sz300183,东软载波
sz300184,力源信息
sz002551,尚荣医疗
sz002552,宝鼎科技
sz002553,南方精工
sz002554,惠博普
sz002556,辉隆股份
sh601116,三江购物
sz002558,巨人网络
sz300226,上海钢联
sh688336,三生国健
sh603786,科博达
sh601985,中国核电
sz300187,永清环保
sz300185,通裕重工
sz002562,兄弟科技
sz002564,天沃科技
sz300366,创意信息
sh603328,依顿电子
sz300188,美亚柏科
sz300189,神农科技
sz300282,三盛教育
sh603006,联明股份
sz002568,百润股份
sz300197,节能铁汉
sz300198,纳川股份
sz300201,*ST海伦
sz300200,高盟新材
sz300402,宝色股份
sz002572,索菲亚
sz300225,金力泰
sz300202,*ST 聚龙
sh688223,晶科能源
sz300207,欣旺达
sz300206,理邦仪器
sz002575,*ST群兴
sz002574,明牌珠宝
sz300381,溢多利
sz300209,天泽信息
sz300240,飞力达
sz300208,青岛中程
sz300210,森远股份
sz002578,闽发铝业
sz002576,通达动力
sh603156,养元饮品
sz300212,易华录
sz300211,亿通科技
sz002778,中晟高科
sh600989,宝丰能源
sz300237,美晨生态
sz002580,圣阳股份
sz002579,中京电子
sh601218,吉鑫科技
sh601113,ST华鼎
sz300388,节能国祯
sz300215,电科院
sh601233,桐昆股份
sz002581,未名医药
sz300219,鸿利智汇
sz300218,安利股份
sz300217,东方电热
sh688029,南微医学
sz002582,好想你
sh601208,东材科技
sz300222,科大智能
sz300221,银禧科技
sh601566,九牧王
sh601599,浙文影业
sz002583,海能达
sz300224,正海磁材
sz002586,*ST围海
sh601311,骆驼股份
sz002585,双星新材
sz002584,西陇科学
sz300227,光韵达
sz300228,富瑞特装
sz002589,瑞康医药
sz002587,奥拓电子
sh601567,三星医疗
sz002588,史丹利
sz002590,万安科技
sh601838,成都银行
sh603993,洛阳钼业
sz300231,银信科技
sz300230,永利股份
sh601798,蓝科高新
sz300232,洲明科技
sz300233,金城医药
sz300234,开尔新材
sz002593,日上集团
sz300236,上海新阳
sz002596,海南瑞泽
sz300239,东宝生物
sh688122,西部超导
sz002597,金禾实业
sz002598,山东章鼓
sz300243,瑞丰高材
sz300242,佳云科技
sz300241,瑞丰光电
sz002601,龙佰集团
sz002600,领益智造
sz300244,迪安诊断
sz300246,宝莱特
sz002602,世纪华通
sz300248,新开普
sz002603,以岭药业
sz300251,光线传媒
sz300249,依米康
sz300250,初灵信息
sz300294,博雅生物
sh601375,中原证券
sz002605,姚记科技
sz002607,中公教育
sh601222,林洋能源
sz002745,木林森
sz300252,金信诺
sz002608,江苏国信
sh601636,旗滨集团
sz002610,爱康科技
sh601886,江河集团
sz300255,常山药业
sz300254,仟源医药
sz300256,*ST星星
sz300257,开山股份
sz300259,新天科技
sz300258,精锻科技
sz002611,东方精工
sz002612,朗姿股份
sz300729,乐歌股份
sz300260,新莱应材
sz300593,新雷能
sz300261,雅本化学
sh603686,福龙马
sh603009,北特科技
sz002709,天赐材料
sh601225,陕西煤业
sz300262,巴安水务
sz300263,隆华科技
sz300265,通光线缆
sz002617,露笑科技
sh601677,DR明泰铝
sz002618,*ST丹邦
sz002616,长青集团
sz300498,温氏股份
sh601598,中国外运
sz300266,兴源环境
sz300267,尔康制药
sz300268,佳沃食品
sz002621,美吉姆
sz002620,瑞和股份
sz002946,新乳业
sz002623,亚玛顿
sz300269,ST联建
sz300270,中威电子
sh603001,奥康国际
sh605368,蓝天燃气
sz300293,蓝英装备
sh601319,中国人保
sz002624,完美世界
sz300747,锐科激光
sz300273,*ST和佳
sz002626,金达威
sh601100,恒立液压
sz002627,三峡旅游
sz300274,阳光电源
sz002628,成都路桥
sz300275,梅安森
sz002629,仁智股份
sh600956,新天绿能
sz002625,光启技术
sz300295,三六五网
sz002592,ST八菱
sz002631,德尔未来
sz300276,三丰智能
sh603725,天安新材
sz300629,新劲刚
sz002668,ST奥马
sz002632,道明光学
sz300324,旋极信息
sh603599,广信股份
sz300350,华鹏飞
sz002633,申科股份
sz002664,长鹰信质
sz002635,安洁科技
sz002656,ST摩登
sz300298,三诺生物
sz002637,赞宇科技
sz002636,金安国纪
sz002638,勤上股份
sz002639,雪人股份
sh601368,绿城水务
sh601928,凤凰传媒
sz002667,鞍重股份
sz300483,首华燃气
sz300532,今天国际
sz002634,棒杰股份
sz002640,*ST跨境
sz002662,京威股份
sz002641,公元股份
sz002688,金河生物
sh603729,ST龙韵
sz300297,*ST蓝盾
sz300292,吴通控股
sz300278,*ST华昌
sz002642,荣联科技
sz002645,华宏科技
sz002646,天佑德酒
sz002666,德联集团
sz002647,仁东控股
sz002648,卫星化学
sz300358,楚天科技
sz300307,慈星股份
sz300310,宜通世纪
sz300303,聚飞光电
sz300280,紫天科技
sz300281,金明精机
sh603359,东珠生态
sz300279,和晶科技
sz300309,*ST吉艾
sh601339,百隆东方
sz300301,*ST长方
sz300296,利亚德
sz300304,云意电气
sz002650,加加食品
sz002649,博彦科技
sz002672,东江环保
sh601388,怡球资源
sz002651,利君股份
sz002657,中科金财
sz300326,凯利泰
sz300284,苏交科
sz300283,温州宏丰
sz300755,华致酒行
sz300300,海峡创新
sz002669,康达新材
sz002658,雪迪龙
sz002660,茂硕电源
sz300286,安科瑞
sz300285,国瓷材料
sz002674,兴业科技
sz002661,克明食品
sz002659,凯文教育
sz002653,海思科
sh601360,三六零
sz300314,戴维医疗
sz300320,海达股份
sz002670,国盛金控
sz002652,扬子新材
sz300311,任子行
sz002799,环球印务
sz002675,东诚药业
sh603333,尚纬股份
sz300327,中颖电子
sh601965,中国汽研
sh601615,明阳智能
sh603861,白云电器
sz002676,顺威股份
sz300308,中际旭创
sz002733,雄韬股份
sz002677,浙江美大
sz300330,华虹计通
sz300288,朗玛信息
sz300312,*ST邦讯
sz300287,飞利信
sz300315,掌趣科技
sz300317,珈伟新能
sh601038,一拖股份
sh603000,人民网
sz300834,星辉环材
sz300291,华录百纳
sh601163,三角轮胎
sz002671,龙泉股份
sh603128,华贸物流
sz300988,津荣天宇
sz002654,万润科技
sh601231,环旭电子
sh601515,东风股份
sz300289,利德曼
sz300290,荣科科技
sh601929,吉视传媒
sz002696,百洋股份
sz002655,共达电声
sz002685,华东重机
sz002699,美盛文化
sz002682,龙洲股份
sh603168,莎普爱思
sz300319,麦捷科技
sz300746,汉嘉设计
sz002690,美亚光电
sz002691,冀凯股份
sz002851,麦格米特
sz300339,润和软件
sz300400,劲拓股份
sz300299,富春股份
sz300397,天和防务
sz300887,谱尼测试
sz002701,奥瑞金
sz300337,银邦股份
sz300302,同有科技
sz300344,立方数科
sz002665,首航高科
sz002752,昇兴股份
sh601609,金田铜业
sz300306,远方信息
sz300346,南大光电
sz300343,联创股份
sh603126,中材节能
sz300383,光环新网
sz003039,顺控发展
sh603288,海天味业
sh600977,中国电影
sz300389,艾比森
sz002727,一心堂
sz002792,通宇通讯
sz002723,金莱特
sz002718,友邦吊顶
sz002716,金贵银业
sz002715,登云股份
sz002713,东易日盛
sz300371,汇中股份
sz002746,仙坛股份
sh603555,ST贵人
sz300382,斯莱克
sz002725,跃岭股份
sz002708,光洋股份
sz002916,深南电路
sh603185,上机数控
sz300313,ST天山
sz002706,良信股份
sz002714,牧原股份
sz002722,金轮股份
sh603123,翠微股份
sz300507,苏奥传感
sz001203,大中矿业
sh603699,纽威股份
sz300369,绿盟科技
sz300367,*ST网力
sh603308,应流股份
sz002719,麦趣尔
sh603088,宁波精达
sh603777,来伊份
sh603806,福斯特
sz300316,晶盛机电
sh601969,海南矿业
sh603366,日出东方
sh603688,石英股份
sz002721,金一文化
sz300396,迪瑞医疗
sz300403,汉宇集团
sz300368,汇金股份
sz300357,我武生物
sz300360,炬华科技
sz002843,泰嘉股份
sh688318,财富趋势
sz002707,众信旅游
sz300363,博腾股份
sz300373,扬杰科技
sz002678,珠江钢琴
sz002679,福建金森
sz300323,华灿光电
sz002705,新宝股份
sz002681,奋达科技
sz300322,硕贝德
sh603023,威帝股份
sz002838,道恩股份
sz300391,康跃科技
sz300546,雄帝科技
sh603609,禾丰股份
sz300377,赢时胜
sz301041,金百泽
sz002684,*ST猛狮
sz300820,英杰电气
sz300385,雪浪环境
sz300328,宜安科技
sz300375,鹏翎股份
sz300376,易事特
sz300419,浩丰科技
sh603051,鹿山新材
