Date,Close_^GSPC,Close_^IXIC,High_^GSPC,High_^IXIC,Low_^GSPC,Low_^IXIC,Open_^GSPC,Open_^IXIC,Volume_^GSPC,Volume_^IXIC
2010-03-26,1166.5899658203125,2395.1298828125,1173.9300537109375,2412.919921875,1161.47998046875,2384.68994140625,1167.5799560546875,2406.72998046875,4708420000,2367930000
2010-03-29,1173.219970703125,2404.360107421875,1174.8499755859375,2411.179931640625,1167.7099609375,2398.39990234375,1167.7099609375,2403.77001953125,4375580000,1967850000
2010-03-30,1173.27001953125,2410.68994140625,1177.8299560546875,2417.360107421875,1168.9200439453125,2395.800048828125,1173.75,2406.68994140625,4085000000,2147270000
2010-03-31,1169.4300537109375,2397.9599609375,1174.56005859375,2415.43994140625,1165.77001953125,2395.340087890625,1171.75,2402.97998046875,4484340000,2368690000
2010-04-01,1178.0999755859375,2402.580078125,1181.4300537109375,2423.429931640625,1170.68994140625,2383.77001953125,1171.22998046875,2411.679931640625,4006870000,2340270000
2010-04-05,1187.43994140625,2429.530029296875,1187.72998046875,2429.610107421875,1178.7099609375,2403.8798828125,1178.7099609375,2409.47998046875,3881620000,2130340000
2010-04-06,1189.43994140625,2436.81005859375,1191.800048828125,2443.5,1182.77001953125,2417.77001953125,1186.010009765625,2420.330078125,4086180000,2220390000
2010-04-07,1182.449951171875,2431.159912109375,1189.5999755859375,2442.27001953125,1177.25,2418.72998046875,1188.22998046875,2433.10009765625,5101430000,2984850000
2010-04-08,1186.43994140625,2436.81005859375,1188.550048828125,2441.1201171875,1175.1199951171875,2413.739990234375,1181.75,2423.989990234375,4726970000,2428900000
2010-04-09,1194.3699951171875,2454.050048828125,1194.6600341796875,2454.1201171875,1187.1500244140625,2432.929931640625,1187.469970703125,2441.31005859375,4511570000,2215530000
2010-04-12,1196.47998046875,2457.8701171875,1199.199951171875,2463.169921875,1194.7099609375,2450.14990234375,1194.93994140625,2455.39990234375,4607090000,2161650000
2010-04-13,1197.300048828125,2465.989990234375,1199.0400390625,2467.93994140625,1188.8199462890625,2445.260009765625,1195.93994140625,2454.949951171875,5403580000,2665420000
2010-04-14,1210.6500244140625,2504.860107421875,1210.6500244140625,2504.860107421875,1198.68994140625,2480.429931640625,1198.68994140625,2481.800048828125,5760040000,3143270000
2010-04-15,1211.6700439453125,2515.68994140625,1213.9200439453125,2517.820068359375,1208.5,2502.510009765625,1210.77001953125,2503.409912109375,5995330000,2840660000
2010-04-16,1192.1300048828125,2481.260009765625,1210.1700439453125,2510.06005859375,1186.77001953125,2467.679931640625,1210.1700439453125,2505.3798828125,8108470000,2960950000
2010-04-19,1197.52001953125,2480.110107421875,1197.8699951171875,2487.669921875,1183.6800537109375,2451.719970703125,1192.06005859375,2477.800048828125,6597740000,2223650000
2010-04-20,1207.1700439453125,2500.31005859375,1208.5799560546875,2501.25,1199.0400390625,2480.699951171875,1199.0400390625,2492.719970703125,5316590000,2157100000
2010-04-21,1205.93994140625,2504.610107421875,1210.989990234375,2510.5,1198.8499755859375,2490.18994140625,1207.1600341796875,2506.610107421875,5724310000,2715900000
2010-04-22,1208.6700439453125,2519.070068359375,1210.27001953125,2521.02001953125,1190.18994140625,2468.260009765625,1202.52001953125,2483.52001953125,6035780000,2800840000
2010-04-23,1217.280029296875,2530.14990234375,1217.280029296875,2530.14990234375,1205.0999755859375,2507.60009765625,1207.8699951171875,2514.85009765625,5326060000,2517010000
2010-04-26,1212.050048828125,2522.949951171875,1219.800048828125,2535.280029296875,1211.0699462890625,2521.510009765625,1217.0699462890625,2529.85009765625,5647760000,2491040000
2010-04-27,1183.7099609375,2471.469970703125,1211.3800048828125,2525.699951171875,1181.6199951171875,2466.530029296875,1209.9200439453125,2512.580078125,7454540000,2864810000
2010-04-28,1191.3599853515625,2471.72998046875,1195.050048828125,2484.14990234375,1181.81005859375,2456.6298828125,1184.5899658203125,2483.030029296875,6342310000,2755190000
2010-04-29,1206.780029296875,2511.919921875,1209.3599853515625,2513.68994140625,1193.300048828125,2483.5,1193.300048828125,2487.330078125,6059410000,3069640000
2010-04-30,1186.68994140625,2461.18994140625,1207.989990234375,2514.3701171875,1186.3199462890625,2461.090087890625,1206.77001953125,2509.989990234375,6048260000,2841130000
2010-05-03,1202.260009765625,2498.739990234375,1205.1300048828125,2503.0,1188.5799560546875,2472.320068359375,1188.5799560546875,2472.320068359375,4938050000,2398370000
2010-05-04,1173.5999755859375,2424.25,1197.5,2465.550048828125,1168.1199951171875,2411.280029296875,1197.5,2465.550048828125,6594720000,3052590000
2010-05-05,1165.8699951171875,2402.2900390625,1175.949951171875,2421.050048828125,1158.1500244140625,2382.070068359375,1169.239990234375,2395.2099609375,6795940000,3041480000
2010-05-06,1128.1500244140625,2319.639892578125,1167.5799560546875,2407.7900390625,1065.7900390625,2185.75,1164.3800048828125,2391.2099609375,10617810000,4553600000
2010-05-07,1110.8800048828125,2265.639892578125,1135.1300048828125,2330.64990234375,1094.1500244140625,2228.06005859375,1127.0400390625,2308.7099609375,9472910000,4227720000
2010-05-10,1159.72998046875,2374.669921875,1163.8499755859375,2379.8701171875,1122.27001953125,2349.39990234375,1122.27001953125,2365.969970703125,6893700000,2871800000
2010-05-11,1155.7900390625,2375.31005859375,1170.47998046875,2405.260009765625,1147.7099609375,2345.5,1156.3900146484375,2347.699951171875,5842550000,2548840000
2010-05-12,1171.6700439453125,2425.02001953125,1172.8699951171875,2426.469970703125,1155.4300537109375,2384.68994140625,1155.4300537109375,2388.639892578125,5225460000,2351900000
2010-05-13,1157.43994140625,2394.360107421875,1173.5699462890625,2434.2900390625,1156.1400146484375,2387.590087890625,1170.0400390625,2416.360107421875,4870640000,2375250000
2010-05-14,1135.6800537109375,2346.85009765625,1157.18994140625,2374.530029296875,1126.1400146484375,2323.6298828125,1157.18994140625,2373.8798828125,6126400000,2653020000
2010-05-17,1136.93994140625,2354.22998046875,1141.8800048828125,2364.64990234375,1114.9599609375,2304.280029296875,1136.52001953125,2352.77001953125,5922920000,2434480000
2010-05-18,1120.800048828125,2317.260009765625,1148.6600341796875,2374.909912109375,1117.199951171875,2309.219970703125,1138.780029296875,2372.840087890625,6170840000,2490310000
2010-05-19,1115.050048828125,2298.3701171875,1124.27001953125,2324.989990234375,1100.6600341796875,2270.6201171875,1119.5699462890625,2307.780029296875,6765800000,2646160000
2010-05-20,1071.5899658203125,2204.010009765625,1107.3399658203125,2253.0400390625,1071.5799560546875,2203.5,1107.3399658203125,2245.56005859375,8328570000,3420420000
2010-05-21,1087.68994140625,2229.0400390625,1090.1600341796875,2243.0,1055.9000244140625,2165.7900390625,1067.260009765625,2169.580078125,5452130000,3389670000
2010-05-24,1073.6500244140625,2213.550048828125,1089.949951171875,2244.669921875,1072.699951171875,2212.3701171875,1084.780029296875,2220.60009765625,5224040000,2150020000
2010-05-25,1074.030029296875,2210.949951171875,1074.75,2211.93994140625,1040.780029296875,2140.530029296875,1067.4200439453125,2157.449951171875,7329580000,2946380000
2010-05-26,1067.949951171875,2195.8798828125,1090.75,2257.330078125,1065.5899658203125,2190.43994140625,1075.510009765625,2226.239990234375,4521050000,3077300000
2010-05-27,1103.06005859375,2277.679931640625,1103.52001953125,2278.3701171875,1074.27001953125,2239.719970703125,1074.27001953125,2244.820068359375,5698460000,2408220000
2010-05-28,1089.4100341796875,2257.0400390625,1102.5899658203125,2277.10009765625,1084.780029296875,2241.52001953125,1102.5899658203125,2275.18994140625,4871210000,2165590000
2010-06-01,1070.7099609375,2222.330078125,1094.77001953125,2277.389892578125,1069.8900146484375,2220.889892578125,1087.300048828125,2244.7900390625,5271480000,2167810000
2010-06-02,1098.3800048828125,2281.070068359375,1098.56005859375,2281.070068359375,1072.030029296875,2221.070068359375,1073.010009765625,2234.590087890625,5026360000,2190140000
2010-06-03,1102.8299560546875,2303.030029296875,1105.6700439453125,2307.469970703125,1091.81005859375,2274.8798828125,1098.8199462890625,2285.760009765625,4995970000,2249050000
2010-06-04,1064.8800048828125,2219.169921875,1098.4300537109375,2278.580078125,1060.5,2212.300048828125,1098.4300537109375,2257.050048828125,6180580000,2342480000
2010-06-07,1050.469970703125,2173.89990234375,1071.3599853515625,2232.889892578125,1049.8599853515625,2172.25,1065.8399658203125,2226.60009765625,5467560000,2256670000
2010-06-08,1062.0,2170.570068359375,1063.1500244140625,2183.10009765625,1042.1700439453125,2139.4599609375,1050.81005859375,2176.070068359375,6192750000,2696580000
2010-06-09,1055.68994140625,2158.85009765625,1077.739990234375,2208.64990234375,1052.25,2152.669921875,1062.75,2184.780029296875,5983200000,2325060000
2010-06-10,1086.8399658203125,2218.7099609375,1087.8499755859375,2219.64990234375,1058.77001953125,2185.97998046875,1058.77001953125,2188.7099609375,5144780000,2187840000
2010-06-11,1091.5999755859375,2243.60009765625,1092.25,2243.60009765625,1077.1199951171875,2196.909912109375,1082.6500244140625,2199.39990234375,4059280000,1877120000
2010-06-14,1089.6300048828125,2243.9599609375,1105.9100341796875,2278.9599609375,1089.030029296875,2242.0,1095.0,2263.659912109375,4425830000,1951910000
2010-06-15,1115.22998046875,2305.8798828125,1115.5899658203125,2307.97998046875,1091.2099609375,2256.43994140625,1091.2099609375,2256.47998046875,4644490000,2289060000
2010-06-16,1114.6099853515625,2305.929931640625,1118.739990234375,2317.75,1107.1300048828125,2290.260009765625,1114.02001953125,2293.56005859375,5002600000,1936400000
2010-06-17,1116.0400390625,2307.159912109375,1117.719970703125,2318.27001953125,1105.8699951171875,2288.590087890625,1115.97998046875,2316.590087890625,4557760000,1821680000
2010-06-18,1117.510009765625,2309.800048828125,1121.010009765625,2321.989990234375,1113.9300537109375,2301.47998046875,1116.1600341796875,2308.93994140625,4555360000,2037230000
2010-06-21,1113.199951171875,2289.090087890625,1131.22998046875,2341.110107421875,1108.239990234375,2277.72998046875,1122.7900390625,2341.110107421875,4514360000,1910700000
2010-06-22,1095.31005859375,2261.800048828125,1118.5,2313.719970703125,1094.1800537109375,2259.590087890625,1113.9000244140625,2296.830078125,4514380000,1934450000
2010-06-23,1092.0400390625,2254.22998046875,1099.6400146484375,2271.739990234375,1085.31005859375,2236.989990234375,1095.5699462890625,2264.409912109375,4526150000,1929450000
2010-06-24,1073.68994140625,2217.419921875,1090.9300537109375,2247.419921875,1071.5999755859375,2213.5,1090.9300537109375,2246.199951171875,4814830000,2064360000
2010-06-25,1076.760009765625,2223.47998046875,1083.56005859375,2240.8798828125,1067.8900146484375,2205.919921875,1075.0999755859375,2224.72998046875,5128840000,3540350000
2010-06-28,1074.5699462890625,2220.64990234375,1082.5999755859375,2241.639892578125,1071.449951171875,2208.3701171875,1077.5,2227.429931640625,3896410000,1876740000
2010-06-29,1041.239990234375,2135.179931640625,1071.0999755859375,2185.300048828125,1035.1800537109375,2122.669921875,1071.0999755859375,2183.919921875,6136700000,2827090000
2010-06-30,1030.7099609375,2109.239990234375,1048.0799560546875,2153.360107421875,1028.3299560546875,2105.260009765625,1040.56005859375,2134.030029296875,5067080000,2221560000
2010-07-01,1027.3699951171875,2101.360107421875,1033.5799560546875,2117.93994140625,1010.9099731445312,2061.139892578125,1031.0999755859375,2110.75,6435770000,2717070000
2010-07-02,1022.5800170898438,2091.7900390625,1032.949951171875,2110.659912109375,1015.9299926757812,2077.7099609375,1027.6500244140625,2105.5,3968500000,1672320000
2010-07-06,1028.06005859375,2093.8798828125,1042.5,2136.300048828125,1018.3499755859375,2077.77001953125,1028.0899658203125,2122.280029296875,4691240000,2173030000
2010-07-07,1060.27001953125,2159.469970703125,1060.8900146484375,2159.7900390625,1028.5400390625,2098.110107421875,1028.5400390625,2099.659912109375,4931220000,2199500000
2010-07-08,1070.25,2175.39990234375,1071.25,2181.300048828125,1058.239990234375,2150.18994140625,1062.9200439453125,2174.9599609375,4548460000,2034030000
2010-07-09,1077.9599609375,2196.449951171875,1078.1600341796875,2196.949951171875,1068.0999755859375,2170.760009765625,1070.5,2174.199951171875,3506570000,1592610000
2010-07-12,1078.75,2198.360107421875,1080.780029296875,2213.389892578125,1070.449951171875,2183.52001953125,1077.22998046875,2194.1201171875,3426990000,1767970000
2010-07-13,1095.3399658203125,2242.030029296875,1099.4599609375,2248.159912109375,1080.6500244140625,2212.969970703125,1080.6500244140625,2221.25,4640460000,2278480000
2010-07-14,1095.1700439453125,2249.840087890625,1099.0799560546875,2260.330078125,1087.6800537109375,2235.14990234375,1095.6099853515625,2246.989990234375,4521050000,2213010000
2010-07-15,1096.47998046875,2249.080078125,1098.6600341796875,2253.330078125,1080.530029296875,2218.919921875,1094.4599609375,2247.760009765625,4552470000,2011600000
2010-07-16,1064.8800048828125,2179.050048828125,1093.8499755859375,2236.659912109375,1063.3199462890625,2177.510009765625,1093.8499755859375,2231.7099609375,5297350000,2195150000
2010-07-19,1071.25,2198.22998046875,1074.699951171875,2201.2900390625,1061.1099853515625,2171.199951171875,1066.8499755859375,2185.81005859375,4089500000,1735090000
2010-07-20,1083.47998046875,2222.489990234375,1083.93994140625,2222.610107421875,1056.8800048828125,2159.949951171875,1064.530029296875,2165.35009765625,4713280000,1933270000
2010-07-21,1069.5899658203125,2187.330078125,1088.9599609375,2236.3701171875,1065.25,2183.219970703125,1086.6700439453125,2236.1298828125,4747180000,2222030000
2010-07-22,1093.6700439453125,2245.889892578125,1097.5,2251.419921875,1072.1400146484375,2216.0400390625,1072.1400146484375,2216.0400390625,4826900000,2213220000
2010-07-23,1102.6600341796875,2269.469970703125,1103.72998046875,2269.469970703125,1087.8800048828125,2227.5,1092.1700439453125,2234.340087890625,4524570000,2410600000
2010-07-26,1115.010009765625,2296.429931640625,1115.010009765625,2296.429931640625,1101.300048828125,2262.9599609375,1102.8900146484375,2271.6201171875,4009650000,2164280000
2010-07-27,1113.8399658203125,2288.25,1120.949951171875,2307.60009765625,1109.780029296875,2280.719970703125,1117.3599853515625,2306.6201171875,4725690000,2065390000
2010-07-28,1106.1300048828125,2264.56005859375,1114.6600341796875,2292.239990234375,1103.1099853515625,2257.760009765625,1112.8399658203125,2284.6201171875,4002390000,1848520000
2010-07-29,1101.530029296875,2251.68994140625,1115.9000244140625,2282.93994140625,1092.8199462890625,2228.52001953125,1108.0699462890625,2279.070068359375,4612420000,2324590000
2010-07-30,1101.5999755859375,2254.699951171875,1106.43994140625,2264.81005859375,1088.010009765625,2218.610107421875,1098.43994140625,2227.2900390625,4006450000,2138610000
2010-08-02,1125.8599853515625,2295.360107421875,1127.300048828125,2299.239990234375,1107.530029296875,2274.27001953125,1107.530029296875,2283.320068359375,4144180000,1953200000
2010-08-03,1120.4599609375,2283.52001953125,1125.43994140625,2295.030029296875,1116.760009765625,2272.330078125,1125.3399658203125,2291.75,4071820000,1997030000
2010-08-04,1127.239990234375,2303.570068359375,1128.75,2305.070068359375,1119.4599609375,2283.2099609375,1121.06005859375,2291.090087890625,4057850000,2021980000
2010-08-05,1125.81005859375,2293.06005859375,1126.56005859375,2298.860107421875,1118.81005859375,2281.679931640625,1125.780029296875,2291.219970703125,3685560000,1774300000
2010-08-06,1121.6400146484375,2288.469970703125,1123.06005859375,2291.14990234375,1107.1700439453125,2253.919921875,1122.0699462890625,2267.419921875,3857890000,1876630000
2010-08-09,1127.7900390625,2305.68994140625,1129.239990234375,2309.429931640625,1120.9100341796875,2289.030029296875,1122.800048828125,2298.81005859375,3979360000,1614580000
2010-08-10,1121.06005859375,2277.169921875,1127.1600341796875,2290.510009765625,1111.5799560546875,2261.5,1122.9200439453125,2280.06005859375,3979360000,2039590000
2010-08-11,1089.469970703125,2208.6298828125,1116.8900146484375,2236.929931640625,1088.550048828125,2204.93994140625,1116.8900146484375,2236.929931640625,4511860000,2274460000
2010-08-12,1083.6099853515625,2190.27001953125,1086.719970703125,2197.969970703125,1076.68994140625,2163.070068359375,1081.47998046875,2164.639892578125,4521050000,2189680000
2010-08-13,1079.25,2173.47998046875,1086.25,2190.27001953125,1079.0,2173.47998046875,1082.219970703125,2183.090087890625,3328890000,1605040000
2010-08-16,1079.3800048828125,2181.8701171875,1082.6199951171875,2193.840087890625,1069.489990234375,2155.659912109375,1077.489990234375,2161.31005859375,3142450000,1627620000
2010-08-17,1092.5400390625,2209.43994140625,1100.1400146484375,2225.080078125,1081.1600341796875,2193.419921875,1081.1600341796875,2197.090087890625,3968210000,1736870000
2010-08-18,1094.1600341796875,2215.699951171875,1099.77001953125,2228.89990234375,1085.760009765625,2196.110107421875,1092.0799560546875,2205.300048828125,3724260000,1654560000
2010-08-19,1075.6300048828125,2178.949951171875,1092.43994140625,2211.72998046875,1070.6600341796875,2168.739990234375,1092.43994140625,2204.800048828125,4290540000,2094800000
2010-08-20,1071.68994140625,2179.760009765625,1075.6300048828125,2182.669921875,1063.9100341796875,2159.5400390625,1075.6300048828125,2172.260009765625,3761570000,1898500000
2010-08-23,1067.3599853515625,2159.6298828125,1081.5799560546875,2200.52001953125,1067.0799560546875,2159.43994140625,1073.3599853515625,2188.340087890625,3210950000,1665900000
2010-08-24,1051.8699951171875,2123.760009765625,1063.199951171875,2144.199951171875,1046.6800537109375,2113.7099609375,1063.199951171875,2131.0,4436330000,2141650000
2010-08-25,1055.3299560546875,2141.5400390625,1059.3800048828125,2148.35009765625,1039.8299560546875,2102.260009765625,1048.97998046875,2109.14990234375,4360190000,2019480000
2010-08-26,1047.219970703125,2118.68994140625,1061.449951171875,2154.320068359375,1045.4000244140625,2116.820068359375,1056.280029296875,2148.489990234375,3646710000,1804510000
2010-08-27,1064.5899658203125,2153.6298828125,1065.2099609375,2154.989990234375,1039.699951171875,2099.2900390625,1049.27001953125,2134.159912109375,4102460000,2134550000
2010-08-30,1048.9200439453125,2119.969970703125,1064.4000244140625,2154.469970703125,1048.7900390625,2119.929931640625,1062.9000244140625,2145.760009765625,2917990000,1585200000
2010-08-31,1049.3299560546875,2114.030029296875,1055.1400146484375,2128.89990234375,1040.8800048828125,2101.52001953125,1046.8800048828125,2109.760009765625,4038770000,2084110000
2010-09-01,1080.2900390625,2176.840087890625,1081.300048828125,2177.5,1049.719970703125,2141.949951171875,1049.719970703125,2142.75,4396880000,2133970000
2010-09-02,1090.0999755859375,2200.010009765625,1090.0999755859375,2200.010009765625,1080.3900146484375,2173.7099609375,1080.6600341796875,2178.989990234375,3704210000,1680590000
2010-09-03,1104.510009765625,2233.75,1105.0999755859375,2235.570068359375,1093.6099853515625,2213.56005859375,1093.6099853515625,2227.9599609375,3534500000,1647790000
